,ORIGIN_AIRPORT,count,date
2681,SAT,87,2015-12-26
2682,SAV,20,2015-12-26
2683,SBA,14,2015-12-26
2684,SBN,13,2015-12-26
2685,SBP,8,2015-12-26
2686,SCC,3,2015-12-26
2687,SCE,3,2015-12-26
2688,SDF,29,2015-12-26
2689,SEA,343,2015-12-26
2690,SFO,441,2015-12-26
2691,SGF,18,2015-12-26
2692,SGU,5,2015-12-26
2693,SHV,19,2015-12-26
2694,SIT,3,2015-12-26
2695,SJC,99,2015-12-26
2696,SJT,5,2015-12-26
2697,SJU,103,2015-12-26
2698,SLC,308,2015-12-26
2699,SMF,104,2015-12-26
2700,SMX,2,2015-12-26
2701,SNA,99,2015-12-26
2702,SPI,5,2015-12-26
2703,SPS,3,2015-12-26
2704,SRQ,14,2015-12-26
2705,STL,141,2015-12-26
2706,STT,23,2015-12-26
2707,STX,5,2015-12-26
2708,SUN,5,2015-12-26
2709,SUX,1,2015-12-26
2710,SWF,2,2015-12-26
2711,SYR,15,2015-12-26
2712,TLH,7,2015-12-26
2713,TOL,2,2015-12-26
2714,TPA,216,2015-12-26
2715,TRI,5,2015-12-26
2716,TTN,9,2015-12-26
2717,TUL,38,2015-12-26
2718,TUS,52,2015-12-26
2719,TVC,5,2015-12-26
2720,TWF,2,2015-12-26
2721,TXK,4,2015-12-26
2722,TYR,5,2015-12-26
2723,TYS,16,2015-12-26
2724,UST,1,2015-12-26
2725,VLD,2,2015-12-26
2726,VPS,15,2015-12-26
2727,WRG,2,2015-12-26
2728,XNA,21,2015-12-26
2729,YAK,2,2015-12-26
2730,YUM,5,2015-12-26
2731,ABE,4,2015-12-27
2732,ABI,8,2015-12-27
2733,ABQ,61,2015-12-27
2734,ABR,2,2015-12-27
2735,ABY,2,2015-12-27
2736,ACT,5,2015-12-27
2737,ACV,4,2015-12-27
2738,ACY,10,2015-12-27
2739,ADK,1,2015-12-27
2740,ADQ,1,2015-12-27
2741,AEX,11,2015-12-27
2742,AGS,7,2015-12-27
2743,ALB,27,2015-12-27
2744,ALO,2,2015-12-27
2745,AMA,12,2015-12-27
2746,ANC,44,2015-12-27
2747,APN,1,2015-12-27
2748,ASE,29,2015-12-27
2749,ATL,1042,2015-12-27
2750,ATW,7,2015-12-27
2751,AUS,131,2015-12-27
2752,AVL,8,2015-12-27
2753,AVP,3,2015-12-27
2754,AZO,6,2015-12-27
2755,BDL,59,2015-12-27
2756,BET,2,2015-12-27
2757,BFL,9,2015-12-27
2758,BGM,1,2015-12-27
2759,BGR,1,2015-12-27
2760,BHM,39,2015-12-27
2761,BIL,12,2015-12-27
2762,BIS,12,2015-12-27
2763,BJI,2,2015-12-27
2764,BLI,4,2015-12-27
2765,BMI,8,2015-12-27
2766,BNA,144,2015-12-27
2767,BOI,43,2015-12-27
2768,BOS,277,2015-12-27
2769,BPT,3,2015-12-27
2770,BQK,3,2015-12-27
2771,BQN,5,2015-12-27
2772,BRD,1,2015-12-27
2773,BRO,7,2015-12-27
2774,BRW,2,2015-12-27
2775,BTM,2,2015-12-27
2776,BTR,21,2015-12-27
2777,BTV,12,2015-12-27
2778,BUF,46,2015-12-27
2779,BUR,63,2015-12-27
2780,BWI,291,2015-12-27
2781,BZN,17,2015-12-27
2782,CAE,14,2015-12-27
2783,CAK,16,2015-12-27
2784,CDC,2,2015-12-27
2785,CDV,2,2015-12-27
2786,CHA,10,2015-12-27
2787,CHO,6,2015-12-27
2788,CHS,40,2015-12-27
2789,CID,18,2015-12-27
2790,CIU,2,2015-12-27
2791,CLE,96,2015-12-27
2792,CLL,5,2015-12-27
2793,CLT,299,2015-12-27
2794,CMH,73,2015-12-27
2795,CMI,7,2015-12-27
2796,CMX,2,2015-12-27
2797,COD,2,2015-12-27
2798,COS,23,2015-12-27
2799,COU,4,2015-12-27
2800,CPR,5,2015-12-27
2801,CRP,11,2015-12-27
2802,CRW,7,2015-12-27
2803,CSG,2,2015-12-27
2804,CVG,62,2015-12-27
2805,CWA,2,2015-12-27
2806,DAB,5,2015-12-27
2807,DAL,196,2015-12-27
2808,DAY,22,2015-12-27
2809,DBQ,3,2015-12-27
2810,DCA,190,2015-12-27
2811,DEN,660,2015-12-27
2812,DFW,735,2015-12-27
2813,DHN,4,2015-12-27
2814,DLH,5,2015-12-27
2815,DRO,6,2015-12-27
2816,DSM,28,2015-12-27
2817,DTW,299,2015-12-27
2818,DVL,1,2015-12-27
2819,EAU,2,2015-12-27
2820,ECP,12,2015-12-27
2821,EGE,13,2015-12-27
2822,EKO,1,2015-12-27
2823,ELM,4,2015-12-27
2824,ELP,36,2015-12-27
2825,ERI,2,2015-12-27
2826,ESC,1,2015-12-27
2827,EUG,11,2015-12-27
2828,EVV,10,2015-12-27
2829,EWN,2,2015-12-27
2830,EWR,315,2015-12-27
2831,EYW,6,2015-12-27
2832,FAI,6,2015-12-27
2833,FAR,20,2015-12-27
2834,FAT,21,2015-12-27
2835,FAY,4,2015-12-27
2836,FCA,6,2015-12-27
2837,FLG,6,2015-12-27
2838,FLL,285,2015-12-27
2839,FNT,11,2015-12-27
2840,FSD,12,2015-12-27
2841,FSM,6,2015-12-27
2842,FWA,15,2015-12-27
2843,GCC,3,2015-12-27
2844,GCK,2,2015-12-27
2845,GEG,32,2015-12-27
2846,GFK,4,2015-12-27
2847,GGG,2,2015-12-27
2848,GJT,12,2015-12-27
2849,GNV,8,2015-12-27
2850,GPT,8,2015-12-27
2851,GRB,12,2015-12-27
2852,GRI,2,2015-12-27
2853,GRK,11,2015-12-27
2854,GRR,30,2015-12-27
2855,GSO,11,2015-12-27
2856,GSP,19,2015-12-27
2857,GTF,6,2015-12-27
2858,GTR,2,2015-12-27
2859,GUC,4,2015-12-27
2860,GUM,1,2015-12-27
2861,HDN,14,2015-12-27
2862,HIB,2,2015-12-27
2863,HLN,4,2015-12-27
2864,HNL,136,2015-12-27
2865,HOB,2,2015-12-27
2866,HOU,169,2015-12-27
2867,HPN,19,2015-12-27
2868,HRL,9,2015-12-27
2869,HSV,14,2015-12-27
2870,HYS,1,2015-12-27
2871,IAD,97,2015-12-27
2872,IAG,1,2015-12-27
2873,IAH,441,2015-12-27
2874,ICT,27,2015-12-27
2875,IDA,8,2015-12-27
2876,ILM,5,2015-12-27
2877,IMT,2,2015-12-27
2878,IND,82,2015-12-27
2879,INL,2,2015-12-27
2880,ISN,6,2015-12-27
2881,ISP,16,2015-12-27
2882,ITH,2,2015-12-27
2883,ITO,15,2015-12-27
2884,JAC,21,2015-12-27
2885,JAN,21,2015-12-27
2886,JAX,58,2015-12-27
2887,JFK,289,2015-12-27
2888,JLN,2,2015-12-27
2889,JMS,2,2015-12-27
2890,JNU,11,2015-12-27
2891,KOA,36,2015-12-27
2892,KTN,6,2015-12-27
2893,LAN,6,2015-12-27
2894,LAR,1,2015-12-27
2895,LAS,393,2015-12-27
2896,LAW,4,2015-12-27
2897,LAX,587,2015-12-27
2898,LBB,17,2015-12-27
2899,LBE,3,2015-12-27
2900,LCH,6,2015-12-27
2901,LEX,12,2015-12-27
2902,LFT,13,2015-12-27
2903,LGA,242,2015-12-27
2904,LGB,26,2015-12-27
2905,LIH,36,2015-12-27
2906,LIT,31,2015-12-27
2907,LNK,8,2015-12-27
2908,LRD,6,2015-12-27
2909,LSE,6,2015-12-27
2910,LWS,2,2015-12-27
2911,MAF,17,2015-12-27
2912,MBS,6,2015-12-27
2913,MCI,115,2015-12-27
2914,MCO,390,2015-12-27
2915,MDT,9,2015-12-27
2916,MDW,263,2015-12-27
2917,MEI,2,2015-12-27
2918,MEM,42,2015-12-27
2919,MFE,7,2015-12-27
2920,MFR,9,2015-12-27
2921,MGM,9,2015-12-27
2922,MHK,5,2015-12-27
2923,MHT,17,2015-12-27
2924,MIA,228,2015-12-27
2925,MKE,84,2015-12-27
2926,MKG,2,2015-12-27
2927,MLB,5,2015-12-27
2928,MLI,8,2015-12-27
2929,MLU,8,2015-12-27
2930,MMH,1,2015-12-27
2931,MOB,16,2015-12-27
2932,MOT,4,2015-12-27
2933,MQT,3,2015-12-27
2934,MRY,7,2015-12-27
2935,MSN,23,2015-12-27
2936,MSO,8,2015-12-27
2937,MSP,322,2015-12-27
2938,MSY,123,2015-12-27
2939,MTJ,9,2015-12-27
2940,MYR,9,2015-12-27
2941,OAJ,4,2015-12-27
2942,OAK,142,2015-12-27
2943,OGG,69,2015-12-27
2944,OKC,52,2015-12-27
2945,OMA,56,2015-12-27
2946,OME,2,2015-12-27
2947,ONT,56,2015-12-27
2948,ORD,842,2015-12-27
2949,ORF,33,2015-12-27
2950,ORH,2,2015-12-27
2951,OTH,1,2015-12-27
2952,OTZ,2,2015-12-27
2953,PAH,2,2015-12-27
2954,PBG,1,2015-12-27
2955,PBI,93,2015-12-27
2956,PDX,159,2015-12-27
2957,PHF,3,2015-12-27
2958,PHL,200,2015-12-27
2959,PHX,471,2015-12-27
2960,PIA,14,2015-12-27
2961,PIB,1,2015-12-27
2962,PIH,2,2015-12-27
2963,PIT,70,2015-12-27
2964,PLN,2,2015-12-27
2965,PNS,19,2015-12-27
2966,PSC,10,2015-12-27
2967,PSE,3,2015-12-27
2968,PSG,2,2015-12-27
2969,PSP,33,2015-12-27
2970,PVD,35,2015-12-27
2971,PWM,15,2015-12-27
2972,RAP,11,2015-12-27
2973,RDD,2,2015-12-27
2974,RDM,7,2015-12-27
2975,RDU,96,2015-12-27
2976,RHI,3,2015-12-27
2977,RIC,42,2015-12-27
2978,RKS,2,2015-12-27
2979,RNO,41,2015-12-27
2980,ROA,6,2015-12-27
2981,ROC,22,2015-12-27
2982,ROW,3,2015-12-27
2983,RST,4,2015-12-27
2984,RSW,123,2015-12-27
2985,SAF,3,2015-12-27
2986,SAN,227,2015-12-27
2987,SAT,88,2015-12-27
2988,SAV,19,2015-12-27
2989,SBA,16,2015-12-27
2990,SBN,12,2015-12-27
2991,SBP,7,2015-12-27
2992,SCC,2,2015-12-27
2993,SCE,3,2015-12-27
2994,SDF,34,2015-12-27
2995,SEA,360,2015-12-27
2996,SFO,474,2015-12-27
2997,SGF,19,2015-12-27
2998,SGU,6,2015-12-27
2999,SHV,19,2015-12-27
3000,SIT,3,2015-12-27
3001,SJC,118,2015-12-27
3002,SJT,5,2015-12-27
3003,SJU,102,2015-12-27
3004,SLC,319,2015-12-27
3005,SMF,111,2015-12-27
3006,SMX,2,2015-12-27
3007,SNA,118,2015-12-27
3008,SPI,5,2015-12-27
3009,SPS,3,2015-12-27
3010,SRQ,15,2015-12-27
3011,STL,148,2015-12-27
3012,STT,20,2015-12-27
3013,STX,3,2015-12-27
3014,SUN,5,2015-12-27
3015,SUX,2,2015-12-27
3016,SWF,2,2015-12-27
3017,SYR,18,2015-12-27
3018,TLH,8,2015-12-27
3019,TOL,3,2015-12-27
3020,TPA,226,2015-12-27
3021,TRI,5,2015-12-27
3022,TTN,10,2015-12-27
3023,TUL,43,2015-12-27
3024,TUS,55,2015-12-27
3025,TVC,5,2015-12-27
3026,TWF,3,2015-12-27
3027,TXK,3,2015-12-27
3028,TYR,5,2015-12-27
3029,TYS,21,2015-12-27
3030,VLD,3,2015-12-27
3031,VPS,15,2015-12-27
3032,WRG,2,2015-12-27
3033,XNA,24,2015-12-27
3034,YAK,2,2015-12-27
3035,YUM,6,2015-12-27
3036,ABE,4,2015-12-28
3037,ABI,7,2015-12-28
3038,ABQ,56,2015-12-28
3039,ABR,2,2015-12-28
3040,ABY,2,2015-12-28
3041,ACT,5,2015-12-28
3042,ACV,4,2015-12-28
3043,ACY,10,2015-12-28
3044,ADQ,1,2015-12-28
3045,AEX,10,2015-12-28
3046,AGS,7,2015-12-28
3047,ALB,25,2015-12-28
3048,ALO,2,2015-12-28
3049,AMA,10,2015-12-28
3050,ANC,46,2015-12-28
3051,APN,2,2015-12-28
3052,ASE,27,2015-12-28
3053,ATL,1029,2015-12-28
3054,ATW,7,2015-12-28
3055,AUS,130,2015-12-28
3056,AVL,8,2015-12-28
3057,AVP,2,2015-12-28
3058,AZO,6,2015-12-28
3059,BDL,57,2015-12-28
3060,BET,3,2015-12-28
3061,BFL,8,2015-12-28
3062,BGM,1,2015-12-28
3063,BGR,1,2015-12-28
3064,BHM,35,2015-12-28
3065,BIL,12,2015-12-28
3066,BIS,9,2015-12-28
3067,BJI,2,2015-12-28
3068,BLI,3,2015-12-28
3069,BMI,8,2015-12-28
3070,BNA,140,2015-12-28
3071,BOI,42,2015-12-28
3072,BOS,279,2015-12-28
3073,BPT,3,2015-12-28
3074,BQK,3,2015-12-28
3075,BQN,6,2015-12-28
3076,BRD,2,2015-12-28
3077,BRO,7,2015-12-28
3078,BRW,3,2015-12-28
3079,BTM,2,2015-12-28
3080,BTR,19,2015-12-28
3081,BTV,13,2015-12-28
3082,BUF,47,2015-12-28
3083,BUR,59,2015-12-28
3084,BWI,267,2015-12-28
3085,BZN,15,2015-12-28
3086,CAE,13,2015-12-28
3087,CAK,16,2015-12-28
3088,CDC,2,2015-12-28
3089,CDV,2,2015-12-28
3090,CHA,10,2015-12-28
3091,CHO,5,2015-12-28
3092,CHS,34,2015-12-28
3093,CID,15,2015-12-28
3094,CIU,2,2015-12-28
3095,CLE,92,2015-12-28
3096,CLL,5,2015-12-28
3097,CLT,329,2015-12-28
3098,CMH,66,2015-12-28
3099,CMI,7,2015-12-28
3100,CMX,2,2015-12-28
3101,COD,1,2015-12-28
3102,COS,22,2015-12-28
3103,COU,4,2015-12-28
3104,CPR,3,2015-12-28
3105,CRP,11,2015-12-28
3106,CRW,7,2015-12-28
3107,CSG,2,2015-12-28
3108,CVG,51,2015-12-28
3109,CWA,4,2015-12-28
3110,DAB,5,2015-12-28
3111,DAL,202,2015-12-28
3112,DAY,22,2015-12-28
3113,DBQ,3,2015-12-28
3114,DCA,201,2015-12-28
3115,DEN,653,2015-12-28
3116,DFW,697,2015-12-28
3117,DHN,4,2015-12-28
3118,DLH,5,2015-12-28
3119,DRO,5,2015-12-28
3120,DSM,27,2015-12-28
3121,DTW,287,2015-12-28
3122,DVL,2,2015-12-28
3123,EAU,2,2015-12-28
3124,ECP,11,2015-12-28
3125,EGE,11,2015-12-28
3126,EKO,2,2015-12-28
3127,ELM,4,2015-12-28
3128,ELP,35,2015-12-28
3129,ERI,2,2015-12-28
3130,ESC,2,2015-12-28
3131,EUG,11,2015-12-28
3132,EVV,10,2015-12-28
3133,EWN,2,2015-12-28
3134,EWR,329,2015-12-28
3135,EYW,6,2015-12-28
3136,FAI,6,2015-12-28
3137,FAR,18,2015-12-28
3138,FAT,19,2015-12-28
3139,FAY,4,2015-12-28
3140,FCA,6,2015-12-28
3141,FLG,6,2015-12-28
3142,FLL,263,2015-12-28
3143,FNT,14,2015-12-28
3144,FSD,10,2015-12-28
3145,FSM,6,2015-12-28
3146,FWA,13,2015-12-28
3147,GCC,3,2015-12-28
3148,GCK,2,2015-12-28
3149,GEG,31,2015-12-28
3150,GFK,4,2015-12-28
3151,GGG,2,2015-12-28
3152,GJT,10,2015-12-28
3153,GNV,8,2015-12-28
3154,GPT,9,2015-12-28
3155,GRB,12,2015-12-28
3156,GRI,2,2015-12-28
3157,GRK,11,2015-12-28
3158,GRR,28,2015-12-28
3159,GSO,12,2015-12-28
3160,GSP,21,2015-12-28
3161,GTF,6,2015-12-28
3162,GTR,2,2015-12-28
3163,GUC,3,2015-12-28
3164,GUM,1,2015-12-28
3165,HDN,7,2015-12-28
3166,HIB,3,2015-12-28
3167,HLN,4,2015-12-28
3168,HNL,137,2015-12-28
3169,HOB,2,2015-12-28
3170,HOU,165,2015-12-28
3171,HPN,19,2015-12-28
3172,HRL,9,2015-12-28
3173,HSV,12,2015-12-28
3174,HYS,2,2015-12-28
3175,IAD,96,2015-12-28
3176,IAG,1,2015-12-28
3177,IAH,433,2015-12-28
3178,ICT,26,2015-12-28
3179,IDA,7,2015-12-28
3180,ILM,5,2015-12-28
3181,IMT,2,2015-12-28
3182,IND,84,2015-12-28
3183,INL,2,2015-12-28
3184,ISN,6,2015-12-28
3185,ISP,13,2015-12-28
3186,ITH,2,2015-12-28
3187,ITO,17,2015-12-28
3188,JAC,20,2015-12-28
3189,JAN,21,2015-12-28
3190,JAX,60,2015-12-28
3191,JFK,288,2015-12-28
3192,JLN,2,2015-12-28
3193,JMS,3,2015-12-28
3194,JNU,11,2015-12-28
3195,KOA,35,2015-12-28
3196,KTN,6,2015-12-28
3197,LAN,7,2015-12-28
3198,LAR,2,2015-12-28
3199,LAS,407,2015-12-28
3200,LAW,4,2015-12-28
3201,LAX,602,2015-12-28
3202,LBB,14,2015-12-28
3203,LBE,3,2015-12-28
3204,LCH,5,2015-12-28
3205,LEX,13,2015-12-28
3206,LFT,11,2015-12-28
3207,LGA,246,2015-12-28
3208,LGB,26,2015-12-28
3209,LIH,34,2015-12-28
3210,LIT,29,2015-12-28
3211,LNK,6,2015-12-28
3212,LRD,6,2015-12-28
3213,LSE,5,2015-12-28
3214,LWS,2,2015-12-28
3215,MAF,20,2015-12-28
3216,MBS,5,2015-12-28
3217,MCI,109,2015-12-28
3218,MCO,372,2015-12-28
3219,MDT,9,2015-12-28
3220,MDW,238,2015-12-28
3221,MEI,3,2015-12-28
3222,MEM,37,2015-12-28
3223,MFE,6,2015-12-28
3224,MFR,9,2015-12-28
3225,MGM,9,2015-12-28
3226,MHK,5,2015-12-28
3227,MHT,17,2015-12-28
3228,MIA,222,2015-12-28
3229,MKE,85,2015-12-28
3230,MKG,2,2015-12-28
3231,MLB,5,2015-12-28
3232,MLI,9,2015-12-28
3233,MLU,9,2015-12-28
3234,MMH,1,2015-12-28
3235,MOB,16,2015-12-28
3236,MOT,5,2015-12-28
3237,MQT,2,2015-12-28
3238,MRY,7,2015-12-28
3239,MSN,24,2015-12-28
3240,MSO,7,2015-12-28
3241,MSP,313,2015-12-28
3242,MSY,116,2015-12-28
3243,MTJ,8,2015-12-28
3244,MYR,9,2015-12-28
3245,OAJ,4,2015-12-28
3246,OAK,136,2015-12-28
3247,OGG,68,2015-12-28
3248,OKC,53,2015-12-28
3249,OMA,55,2015-12-28
3250,OME,2,2015-12-28
3251,ONT,54,2015-12-28
3252,ORD,896,2015-12-28
3253,ORF,28,2015-12-28
3254,ORH,2,2015-12-28
3255,OTH,1,2015-12-28
3256,OTZ,2,2015-12-28
3257,PAH,2,2015-12-28
3258,PBG,1,2015-12-28
3259,PBI,98,2015-12-28
3260,PDX,159,2015-12-28
3261,PHF,3,2015-12-28
3262,PHL,198,2015-12-28
3263,PHX,476,2015-12-28
3264,PIA,14,2015-12-28
3265,PIB,2,2015-12-28
3266,PIH,2,2015-12-28
3267,PIT,69,2015-12-28
3268,PLN,2,2015-12-28
3269,PNS,17,2015-12-28
3270,PPG,1,2015-12-28
3271,PSC,10,2015-12-28
3272,PSE,3,2015-12-28
3273,PSG,2,2015-12-28
3274,PSP,32,2015-12-28
3275,PVD,36,2015-12-28
3276,PWM,14,2015-12-28
3277,RAP,10,2015-12-28
3278,RDD,2,2015-12-28
3279,RDM,7,2015-12-28
3280,RDU,96,2015-12-28
3281,RHI,3,2015-12-28
3282,RIC,42,2015-12-28
3283,RKS,2,2015-12-28
3284,RNO,40,2015-12-28
3285,ROA,6,2015-12-28
3286,ROC,23,2015-12-28
3287,ROW,3,2015-12-28
3288,RST,4,2015-12-28
3289,RSW,115,2015-12-28
3290,SAF,3,2015-12-28
3291,SAN,217,2015-12-28
3292,SAT,83,2015-12-28
3293,SAV,17,2015-12-28
3294,SBA,14,2015-12-28
3295,SBN,13,2015-12-28
3296,SBP,7,2015-12-28
3297,SCC,3,2015-12-28
3298,SCE,3,2015-12-28
3299,SDF,28,2015-12-28
3300,SEA,367,2015-12-28
3301,SFO,488,2015-12-28
3302,SGF,18,2015-12-28
3303,SGU,6,2015-12-28
3304,SHV,19,2015-12-28
3305,SIT,3,2015-12-28
3306,SJC,113,2015-12-28
3307,SJT,5,2015-12-28
3308,SJU,94,2015-12-28
3309,SLC,318,2015-12-28
3310,SMF,113,2015-12-28
3311,SMX,2,2015-12-28
3312,SNA,125,2015-12-28
3313,SPI,5,2015-12-28
3314,SPS,3,2015-12-28
3315,SRQ,14,2015-12-28
3316,STL,149,2015-12-28
3317,STT,17,2015-12-28
3318,STX,3,2015-12-28
3319,SUN,5,2015-12-28
3320,SUX,2,2015-12-28
3321,SWF,2,2015-12-28
3322,SYR,18,2015-12-28
3323,TLH,8,2015-12-28
3324,TOL,3,2015-12-28
3325,TPA,210,2015-12-28
3326,TRI,5,2015-12-28
3327,TTN,9,2015-12-28
3328,TUL,38,2015-12-28
3329,TUS,48,2015-12-28
3330,TVC,8,2015-12-28
3331,TWF,3,2015-12-28
3332,TXK,3,2015-12-28
3333,TYR,5,2015-12-28
3334,TYS,19,2015-12-28
3335,UST,1,2015-12-28
3336,VLD,3,2015-12-28
3337,VPS,15,2015-12-28
3338,WRG,2,2015-12-28
3339,XNA,26,2015-12-28
3340,YAK,2,2015-12-28
3341,YUM,6,2015-12-28
3342,ABE,4,2015-12-29
3343,ABI,7,2015-12-29
3344,ABQ,57,2015-12-29
3345,ABR,2,2015-12-29
3346,ABY,2,2015-12-29
3347,ACT,5,2015-12-29
3348,ACV,4,2015-12-29
3349,ACY,10,2015-12-29
3350,ADQ,1,2015-12-29
3351,AEX,10,2015-12-29
3352,AGS,7,2015-12-29
3353,ALB,25,2015-12-29
3354,ALO,2,2015-12-29
3355,AMA,10,2015-12-29
3356,ANC,44,2015-12-29
3357,APN,2,2015-12-29
3358,ASE,26,2015-12-29
3359,ATL,1028,2015-12-29
3360,ATW,8,2015-12-29
3361,AUS,128,2015-12-29
3362,AVL,8,2015-12-29
3363,AVP,2,2015-12-29
3364,AZO,7,2015-12-29
3365,BDL,58,2015-12-29
3366,BET,3,2015-12-29
3367,BFL,7,2015-12-29
3368,BGM,1,2015-12-29
3369,BGR,1,2015-12-29
3370,BHM,34,2015-12-29
3371,BIL,12,2015-12-29
3372,BIS,11,2015-12-29
3373,BJI,2,2015-12-29
3374,BLI,4,2015-12-29
3375,BMI,8,2015-12-29
3376,BNA,138,2015-12-29
3377,BOI,42,2015-12-29
3378,BOS,279,2015-12-29
3379,BPT,3,2015-12-29
3380,BQK,3,2015-12-29
3381,BQN,5,2015-12-29
3382,BRD,2,2015-12-29
3383,BRO,7,2015-12-29
3384,BRW,3,2015-12-29
3385,BTM,2,2015-12-29
3386,BTR,19,2015-12-29
3387,BTV,14,2015-12-29
3388,BUF,48,2015-12-29
3389,BUR,58,2015-12-29
3390,BWI,267,2015-12-29
3391,BZN,14,2015-12-29
3392,CAE,13,2015-12-29
3393,CAK,16,2015-12-29
3394,CDC,2,2015-12-29
3395,CDV,2,2015-12-29
3396,CHA,10,2015-12-29
3397,CHO,5,2015-12-29
3398,CHS,33,2015-12-29
3399,CID,18,2015-12-29
3400,CIU,2,2015-12-29
3401,CLE,91,2015-12-29
3402,CLL,5,2015-12-29
3403,CLT,311,2015-12-29
3404,CMH,66,2015-12-29
3405,CMI,7,2015-12-29
3406,CMX,2,2015-12-29
3407,COD,1,2015-12-29
3408,COS,22,2015-12-29
3409,COU,4,2015-12-29
3410,CPR,2,2015-12-29
3411,CRP,11,2015-12-29
3412,CRW,7,2015-12-29
3413,CSG,2,2015-12-29
3414,CVG,51,2015-12-29
3415,CWA,4,2015-12-29
3416,DAB,4,2015-12-29
3417,DAL,202,2015-12-29
3418,DAY,22,2015-12-29
3419,DBQ,3,2015-12-29
3420,DCA,198,2015-12-29
3421,DEN,636,2015-12-29
3422,DFW,689,2015-12-29
3423,DHN,4,2015-12-29
3424,DLH,5,2015-12-29
3425,DRO,5,2015-12-29
3426,DSM,25,2015-12-29
3427,DTW,290,2015-12-29
3428,DVL,2,2015-12-29
3429,EAU,2,2015-12-29
3430,ECP,11,2015-12-29
3431,EGE,11,2015-12-29
3432,EKO,2,2015-12-29
3433,ELM,4,2015-12-29
3434,ELP,34,2015-12-29
3435,ERI,2,2015-12-29
3436,ESC,2,2015-12-29
3437,EUG,11,2015-12-29
3438,EVV,10,2015-12-29
3439,EWN,2,2015-12-29
3440,EWR,329,2015-12-29
3441,EYW,6,2015-12-29
3442,FAI,6,2015-12-29
3443,FAR,18,2015-12-29
3444,FAT,18,2015-12-29
3445,FAY,4,2015-12-29
3446,FCA,6,2015-12-29
3447,FLG,6,2015-12-29
3448,FLL,263,2015-12-29
3449,FNT,14,2015-12-29
3450,FSD,10,2015-12-29
3451,FSM,6,2015-12-29
3452,FWA,13,2015-12-29
3453,GCC,3,2015-12-29
3454,GCK,2,2015-12-29
3455,GEG,31,2015-12-29
3456,GFK,4,2015-12-29
3457,GGG,2,2015-12-29
3458,GJT,10,2015-12-29
3459,GNV,8,2015-12-29
3460,GPT,9,2015-12-29
3461,GRB,12,2015-12-29
3462,GRI,2,2015-12-29
3463,GRK,11,2015-12-29
3464,GRR,29,2015-12-29
3465,GSO,11,2015-12-29
3466,GSP,21,2015-12-29
3467,GTF,6,2015-12-29
3468,GTR,2,2015-12-29
3469,GUC,3,2015-12-29
3470,GUM,1,2015-12-29
3471,HDN,8,2015-12-29
3472,HIB,3,2015-12-29
3473,HLN,4,2015-12-29
3474,HNL,134,2015-12-29
3475,HOB,2,2015-12-29
3476,HOU,165,2015-12-29
3477,HPN,19,2015-12-29
3478,HRL,9,2015-12-29
3479,HSV,12,2015-12-29
3480,HYS,2,2015-12-29
3481,IAD,98,2015-12-29
3482,IAG,1,2015-12-29
3483,IAH,431,2015-12-29
3484,ICT,25,2015-12-29
3485,IDA,7,2015-12-29
3486,ILM,5,2015-12-29
3487,IMT,2,2015-12-29
3488,IND,87,2015-12-29
3489,INL,1,2015-12-29
3490,ISN,6,2015-12-29
3491,ISP,13,2015-12-29
3492,ITH,2,2015-12-29
3493,ITO,17,2015-12-29
3494,JAC,20,2015-12-29
3495,JAN,21,2015-12-29
3496,JAX,60,2015-12-29
3497,JFK,283,2015-12-29
3498,JLN,2,2015-12-29
3499,JMS,3,2015-12-29
3500,JNU,11,2015-12-29
3501,KOA,32,2015-12-29
3502,KTN,6,2015-12-29
3503,LAN,6,2015-12-29
3504,LAR,2,2015-12-29
3505,LAS,407,2015-12-29
3506,LAW,4,2015-12-29
3507,LAX,591,2015-12-29
3508,LBB,14,2015-12-29
3509,LBE,3,2015-12-29
3510,LCH,5,2015-12-29
3511,LEX,14,2015-12-29
3512,LFT,11,2015-12-29
3513,LGA,243,2015-12-29
3514,LGB,26,2015-12-29
3515,LIH,34,2015-12-29
3516,LIT,29,2015-12-29
3517,LNK,6,2015-12-29
3518,LRD,6,2015-12-29
3519,LSE,5,2015-12-29
3520,LWS,2,2015-12-29
3521,MAF,20,2015-12-29
3522,MBS,6,2015-12-29
3523,MCI,110,2015-12-29
3524,MCO,372,2015-12-29
3525,MDT,9,2015-12-29
3526,MDW,239,2015-12-29
3527,MEI,3,2015-12-29
3528,MEM,37,2015-12-29
3529,MFE,6,2015-12-29
3530,MFR,9,2015-12-29
3531,MGM,9,2015-12-29
3532,MHK,5,2015-12-29
3533,MHT,16,2015-12-29
3534,MIA,222,2015-12-29
3535,MKE,86,2015-12-29
3536,MKG,2,2015-12-29
3537,MLB,5,2015-12-29
3538,MLI,8,2015-12-29
3539,MLU,9,2015-12-29
3540,MMH,1,2015-12-29
3541,MOB,15,2015-12-29
3542,MOT,5,2015-12-29
3543,MQT,2,2015-12-29
3544,MRY,7,2015-12-29
3545,MSN,24,2015-12-29
3546,MSO,8,2015-12-29
3547,MSP,313,2015-12-29
3548,MSY,120,2015-12-29
3549,MTJ,9,2015-12-29
3550,MYR,9,2015-12-29
3551,OAJ,4,2015-12-29
3552,OAK,136,2015-12-29
3553,OGG,67,2015-12-29
3554,OKC,53,2015-12-29
